Date,Block No.,Time-Block,Schedule before Curtailment,Actual SCADA,Wind Curtailment Max MW,Wind Curtailment Energy,Solar Curtailment Max MW,Solar Curtailment Energy,Reason for curtailment,Backing down of own thermal generation (MW),Reduction in drwal from Centeral Sector,Frequency,Demand
2020-05-20,1,00:00-00:15,1248.371,1197,0,0,0,0,"",446.6,571.57947,50.00,9616
2020-05-20,2,00:15-00:30,1243.785,1225,0,0,0,0,"",633.6,575.86664,50.03,9590
2020-05-20,3,00:30-00:45,1217.620,1218,0,0,0,0,"",723.6,576.26284,50.03,9511
2020-05-20,4,00:45-01:00,1193.554,1222,0,0,0,0,"",759.6,612.45484,50.04,9417
2020-05-20,5,01:00-01:15,1175.763,1214,0,0,0,0,"",759.6,612.45484,50.03,9343
2020-05-20,6,01:15-01:30,1166.574,1234,0,0,0,0,"",759.6,612.45484,50.03,9262
2020-05-20,7,01:30-01:45,1365.690,1263,0,0,0,0,"",759.6,612.45484,50.04,9188
2020-05-20,8,01:45-02:00,1381.454,1296,0,0,0,0,"",759.6,612.414062,50.04,9097
2020-05-20,9,02:00-02:15,1363.730,1322,0,0,0,0,"",760.1,612.414062,50.03,8980
2020-05-20,10,02:15-02:30,1338.870,1323,0,0,0,0,"",760.1,612.810262,50.04,8888
2020-05-20,11,02:30-02:45,1319.548,1300,0,0,0,0,"",809.47,722.313605,50.02,8839
2020-05-20,12,02:45-03:00,1297.797,1264,0,0,0,0,"",922.47,722.313605,50.00,8782
2020-05-20,13,03:00-03:15,1260.147,1232,0,0,0,0,"",1005.47,723.55104,49.94,8648
2020-05-20,14,03:15-03:30,1306.597,1169,0,0,0,0,"",1068.47,723.55104,50.00,8677
2020-05-20,15,03:30-03:45,1276.370,1125,0,0,0,0,"",1131.47,723.55104,50.01,8731
2020-05-20,16,03:45-04:00,1253.587,1051,0,0,0,0,"",1192.47,723.55104,50.03,8619
2020-05-20,17,04:00-04:15,1232.507,947,0,0,0,0,"",1192.47,1119.75864,50.02,8316
2020-05-20,18,04:15-04:30,1207.864,860,0,0,0,0,"",1192.47,1119.34264,50.02,8451
2020-05-20,19,04:30-04:45,1240.230,809,0,0,0,0,"",1191.97,826.19864,50.03,8493
2020-05-20,20,04:45-05:00,1178.517,754,0,0,0,0,"",1191.97,706.117701,50.00,8581
2020-05-20,21,05:00-05:15,1044.132,703,0,0,0,0,"",902.47,532.971203,50.00,8790
2020-05-20,22,05:15-05:30,1019.005,647,0,0,0,0,"",622.47,439.982565,49.93,9073
2020-05-20,23,05:30-05:45,946.793,584,0,0,0,0,"",440.1,443.327453,50.02,9203
2020-05-20,24,05:45-06:00,925.132,552,0,0,0,0,"",341.1,433.89896,50.02,9273
2020-05-20,25,06:00-06:15,891.352,529,0,0,0,0,"",280.1,319.570327,50.00,9522
2020-05-20,26,06:15-06:30,929.227,524,0,0,0,0,"",280.1,431.999049,50.00,9970
2020-05-20,27,06:30-06:45,969.148,558,0,0,0,0,"",379.6,430.574545,50.03,10174
2020-05-20,28,06:45-07:00,1038.674,639,0,0,0,0,"",279.6,554.673711,50.02,10268
2020-05-20,29,07:00-07:15,1068.509,742,0,0,0,0,"",279.6,554.934611,50.01,10396
2020-05-20,30,07:15-07:30,1196.584,850,0,0,0,0,"",279.6,540.673865,50.01,10551
2020-05-20,31,07:30-07:45,1339.847,952,0,0,0,0,"",379.6,540.454767,50.01,10570
2020-05-20,32,07:45-08:00,1503.740,1042,0,0,0,0,"",479.6,540.418251,50.03,10639
2020-05-20,33,08:00-08:15,1644.894,1156,0,0,0,0,"",579.6,530.900233,49.99,10766
2020-05-20,34,08:15-08:30,1810.470,1288,0,0,0,0,"",579.6,531.008364,50.01,10944
2020-05-20,35,08:30-08:45,1964.535,1423,0,0,0,0,"",479.6,522.186087,50.02,10696
2020-05-20,36,08:45-09:00,1972.954,1591,0,0,0,0,"",303.6,443.036249,50.02,10714
2020-05-20,37,09:00-09:15,2029.848,1722,0,0,0,0,"",170.5,344.260718,50.00,10888
2020-05-20,38,09:15-09:30,2169.380,1843,0,0,0,0,"",170.5,344.453711,50.02,10960
2020-05-20,39,09:30-09:45,2319.408,2009,0,0,0,0,"",170.5,344.558453,50.03,11099
2020-05-20,40,09:45-10:00,2434.076,2145,0,0,0,0,"",170.5,344.558453,50.04,11121
2020-05-20,41,10:00-10:15,2546.657,2242,0,0,0,0,"",170.5,321.328927,50.04,10850
