Date,Block No.,Time-Block,Schedule before Curtailment,Actual SCADA,Wind Curtailment Max MW,Wind Curtailment Energy,Solar Curtailment Max MW,Solar Curtailment Energy,Reason for curtailment,Backing down of own thermal generation (MW),Reduction in drwal from Centeral Sector,Frequency,Demand
2020-05-03,1,00:00-00:15,1677.089,2106,0,0,0,0,"",687.97,767.631525,50.01,8274
2020-05-03,2,00:15-00:30,1795.340,2110,0,0,0,0,"",817.75,1144.762903,49.99,8222
2020-05-03,3,00:30-00:45,1783.290,2088,0,0,0,0,"",880.53,1221.991099,49.99,8192
2020-05-03,4,00:45-01:00,1783.122,2006,0,0,0,0,"",943.31,1229.829104,49.97,8127
2020-05-03,5,01:00-01:15,1940.530,1864,0,0,0,0,"",985.19,1228.986009,49.90,8001
2020-05-03,6,01:15-01:30,2046.431,1703,0,0,0,0,"",985.19,1228.416112,49.88,7802
2020-05-03,7,01:30-01:45,2252.896,1571,0,0,0,0,"",985.19,1218.996983,49.90,7491
2020-05-03,8,01:45-02:00,2247.438,1498,0,0,0,0,"",855.19,714.293142,49.94,7642
2020-05-03,9,02:00-02:15,2220.651,1467,0,0,0,0,"",673.39,426.353621,50.00,7702
2020-05-03,10,02:15-02:30,2208.455,1458,0,0,0,0,"",613.39,414.512303,50.01,7655
2020-05-03,11,02:30-02:45,2200.394,1480,0,0,0,0,"",553.39,404.183194,50.00,7583
2020-05-03,12,02:45-03:00,2131.193,1496,0,0,0,0,"",509.39,419.538291,50.02,7572
2020-05-03,13,03:00-03:15,1856.603,1526,0,0,0,0,"",500.39,507.354625,49.99,7474
2020-05-03,14,03:15-03:30,1812.016,1556,0,0,0,0,"",630.39,595.175989,50.01,7440
2020-05-03,15,03:30-03:45,1835.140,1565,0,0,0,0,"",692.71,950.56619,49.99,7365
2020-05-03,16,03:45-04:00,1835.617,1665,0,0,0,0,"",752.71,1373.010353,50.00,7298
2020-05-03,17,04:00-04:15,1825.131,1735,0,0,0,0,"",882.71,1483.657598,49.99,7157
2020-05-03,18,04:15-04:30,1809.576,1753,0,0,0,0,"",952.71,1254.683222,49.97,7288
2020-05-03,19,04:30-04:45,1742.717,1665,0,0,0,0,"",961.71,1236.073417,49.98,7366
2020-05-03,20,04:45-05:00,1661.581,1548,0,0,0,0,"",961.71,1233.678744,49.91,7440
2020-05-03,21,05:00-05:15,1646.556,1426,0,0,0,0,"",961.71,824.499427,49.93,7564
2020-05-03,22,05:15-05:30,1629.117,1372,0,0,0,0,"",901.03,764.60279,49.93,7871
2020-05-03,23,05:30-05:45,1646.283,1361,0,0,0,0,"",592.77,542.731311,50.02,8148
2020-05-03,24,05:45-06:00,1627.811,1289,0,0,0,0,"",296.03,422.91121,50.03,8265
2020-05-03,25,06:00-06:15,1596.729,1178,0,0,0,0,"",94.02,301.909027,50.09,8597
2020-05-03,26,06:15-06:30,1591.043,1106,0,0,0,0,"",9,301.909027,50.06,9078
2020-05-03,27,06:30-06:45,1616.620,1119,0,0,0,0,"",0,301.791404,50.05,9354
2020-05-03,28,06:45-07:00,1678.191,1165,0,0,0,0,"",0,301.857475,50.07,9558
2020-05-03,29,07:00-07:15,1744.139,1269,0,0,0,0,"",0,301.706796,50.04,9877
2020-05-03,30,07:15-07:30,1857.972,1364,0,0,0,0,"",0,301.336875,50.04,10072
2020-05-03,31,07:30-07:45,1598.817,1491,0,0,0,0,"",0,301.710927,50.04,10073
2020-05-03,32,07:45-08:00,1729.284,1613,0,0,0,0,"",0,301.710927,50.02,10080
2020-05-03,33,08:00-08:15,1824.425,1706,0,0,0,0,"",0,301.710927,50.11,10087
2020-05-03,34,08:15-08:30,1953.290,1717,0,0,0,0,"",0,301.510433,50.04,10019
2020-05-03,35,08:30-08:45,2046.949,1726,0,0,0,0,"",0,301.182195,50.04,9962
2020-05-03,36,08:45-09:00,2157.542,1809,0,0,0,0,"",0,300.776098,50.00,9900
2020-05-03,37,09:00-09:15,2218.625,1916,0,0,0,0,"",112.38,386.721896,49.99,9881
2020-05-03,38,09:15-09:30,2323.343,1994,0,0,0,0,"",366.71,430.908263,50.01,9914
2020-05-03,39,09:30-09:45,2473.968,2066,0,0,0,0,"",533.71,430.801247,49.96,9947
2020-05-03,40,09:45-10:00,2572.376,1833,0,0,0,0,"",639.71,430.757119,49.95,9829
2020-05-03,41,10:00-10:15,2676.092,1708,0,0,0,0,"",667.71,497.235011,50.04,9398
2020-05-03,42,10:15-10:30,2773.583,1722,0,0,0,0,"",420.71,392.608626,50.02,9644
2020-05-03,43,10:30-10:45,2703.932,1692,0,0,0,0,"",420.71,392.485335,50.03,9653
2020-05-03,44,10:45-11:00,2757.163,1852,0,0,0,0,"",667.71,484.655531,50.01,9632
2020-05-03,45,11:00-11:15,2708.364,2113,0,0,0,0,"",667.71,431.024596,50.01,9316
2020-05-03,46,11:15-11:30,2739.581,2497,0,0,0,0,"",667.71,431.019148,50.02,9317
2020-05-03,47,11:30-11:45,2785.285,2416,0,0,0,0,"",667.71,430.381993,49.98,9290
2020-05-03,48,11:45-12:00,2747.831,2381,0,0,0,0,"",667.71,430.651231,49.96,9251
2020-05-03,49,12:00-12:15,2533.116,2330,0,0,0,0,"",729.71,490.454573,49.93,9116
2020-05-03,50,12:15-12:30,2569.083,2239,0,0,0,0,"",667.71,513.221364,49.88,9037
2020-05-03,51,12:30-12:45,2520.514,2347,0,0,0,0,"",667.71,511.337634,49.94,8963
2020-05-03,52,12:45-13:00,2528.464,2290,0,0,0,0,"",667.71,433.007267,49.88,9035
2020-05-03,53,13:00-13:15,2474.991,2429,0,0,0,0,"",667.71,472.648273,49.95,9065
2020-05-03,54,13:15-13:30,2477.111,2376,0,0,0,0,"",667.71,430.550867,49.97,9051
2020-05-03,55,13:30-13:45,2629.267,2357,0,0,0,0,"",667.71,430.526837,49.98,8947
2020-05-03,56,13:45-14:00,2614.585,2371,0,0,0,0,"",667.71,433.179744,49.99,8865
2020-05-03,57,14:00-14:15,2707.579,2287,0,0,0,0,"",667.71,433.156004,49.99,8674
2020-05-03,58,14:15-14:30,2660.819,2332,0,0,0,0,"",667.71,433.055066,49.97,8578
2020-05-03,59,14:30-14:45,2613.128,2237,0,0,0,0,"",667.71,475.040787,49.98,8408
2020-05-03,60,14:45-15:00,2556.775,2101,0,0,0,0,"",667.71,474.666458,49.92,8214
2020-05-03,61,15:00-15:15,2507.250,1943,0,0,0,0,"",729.71,563.948957,49.98,8006
2020-05-03,62,15:15-15:30,2415.497,1841,0,0,0,0,"",791.71,522.745491,49.99,7708
2020-05-03,63,15:30-15:45,2293.091,1725,0,0,0,0,"",791.71,522.917228,50.05,7404
2020-05-03,64,15:45-16:00,2183.707,1641,0,0,0,0,"",853.71,518.988638,50.09,7228
2020-05-03,65,16:00-16:15,2073.285,1547,0,0,0,0,"",915.71,975.701514,50.04,6895
2020-05-03,66,16:15-16:30,1948.369,1483,0,0,0,0,"",960.71,1217.367903,50.03,6805
2020-05-03,67,16:30-16:45,1738.101,1394,0,0,0,0,"",960.71,1591.94293,50.00,6661
2020-05-03,68,16:45-17:00,1594.128,1289,0,0,0,0,"",960.71,1684.95606,49.94,6598
2020-05-03,69,17:00-17:15,1437.403,1164,0,0,0,0,"",960.71,1728.547011,50.00,6461
2020-05-03,70,17:15-17:30,1282.906,1039,0,0,0,0,"",960.71,1711.207453,49.99,6300
2020-05-03,71,17:30-17:45,1176.362,847,0,0,0,0,"",960.71,1498.118439,50.06,6062
2020-05-03,72,17:45-18:00,1047.108,735,0,0,0,0,"",960.71,1368.682135,50.08,5900
2020-05-03,73,18:00-18:15,929.224,663,0,0,0,0,"",990.71,1091.976449,50.12,5672
2020-05-03,74,18:15-18:30,818.556,641,0,0,0,0,"",960.71,1361.83645,50.05,5621
2020-05-03,75,18:30-18:45,810.936,594,0,0,0,0,"",960.71,1513.370704,50.04,5591
2020-05-03,76,18:45-19:00,755.363,600,0,0,0,0,"",960.71,1459.893645,50.04,5595
2020-05-03,77,19:00-19:15,720.844,664,0,0,0,0,"",960.71,1367.004509,50.07,5794
2020-05-03,78,19:15-19:30,715.683,751,0,0,0,0,"",960.71,1435.233302,50.08,6179
2020-05-03,79,19:30-19:45,891.868,932,0,0,0,0,"",960.71,1592.854618,50.05,6498
2020-05-03,80,19:45-20:00,895.073,1153,0,0,0,0,"",960.71,1450.933024,50.04,6643
2020-05-03,81,20:00-20:15,895.217,1326,0,0,0,0,"",960.71,1745.191816,50.05,6554
2020-05-03,82,20:15-20:30,891.345,1277,0,0,0,0,"",960.71,1912.50176,49.99,6542
2020-05-03,83,20:30-20:45,892.867,1186,0,0,0,0,"",989.71,1848.428042,49.96,6545
2020-05-03,84,20:45-21:00,899.582,1158,0,0,0,0,"",1003.46,1855.51253,49.97,6558
2020-05-03,85,21:00-21:15,1042.767,1226,0,0,0,0,"",1003.46,1919.676649,49.98,6567
2020-05-03,86,21:15-21:30,1050.167,1340,0,0,0,0,"",980.46,1751.488564,49.97,6563
2020-05-03,87,21:30-21:45,1123.294,1473,0,0,0,0,"",960.71,1763.767387,50.02,6592
2020-05-03,88,21:45-22:00,1137.226,1533,0,0,0,0,"",960.71,1736.784887,50.02,6552
2020-05-03,89,22:00-22:15,1175.206,1520,0,0,0,0,"",962.71,1232.534111,50.01,6714
2020-05-03,90,22:15-22:30,1192.929,1456,0,0,0,0,"",961.71,1478.109754,50.01,6976
2020-05-03,91,22:30-22:45,1293.431,1424,0,0,0,0,"",961.71,1373.679987,50.02,7013
2020-05-03,92,22:45-23:00,1345.589,1384,0,0,0,0,"",961.71,1335.01464,49.92,6959
2020-05-03,93,23:00-23:15,1505.949,1387,0,0,0,0,"",960.71,1331.949396,49.93,6890
2020-05-03,94,23:15-23:30,1702.827,1358,0,0,0,0,"",961.71,1336.07569,49.99,6801
2020-05-03,95,23:30-23:45,1692.240,1346,0,0,0,0,"",961.71,1336.038577,50.00,6788
2020-05-03,96,23:45-24:00,1666.738,1354.160,0,0,0,0,"",961.71,1336.07569,49.98,6716
