Date,Block No.,Time-Block,Schedule before Curtailment,Actual SCADA,Wind Curtailment Max MW,Wind Curtailment Energy,Solar Curtailment Max MW,Solar Curtailment Energy,Reason for curtailment,Backing down of own thermal generation (MW),Reduction in drwal from Centeral Sector,Frequency,Demand
2020-05-29,1,00:00-00:15,2782.033,2661,0,0,0,0,"",1240.77,1234.678904,50.00,8769
2020-05-29,2,00:15-00:30,2781.119,2681,0,0,0,0,"",1240.77,1175.521812,49.99,8671
2020-05-29,3,00:30-00:45,2776.141,2689,0,0,0,0,"",1240.77,1382.350974,49.96,8547
2020-05-29,4,00:45-01:00,2782.263,2717,0,0,0,0,"",1311.77,1546.435223,49.96,8455
2020-05-29,5,01:00-01:15,2818.238,2718,0,0,0,0,"",1311.77,1546.435223,50.01,8399
2020-05-29,6,01:15-01:30,2825.848,2760,183,0.0458,0,0,"",1311.77,1557.720223,50.01,8281
2020-05-29,7,01:30-01:45,2895.146,2708,183,0.0458,0,0,"",1311.77,1537.118623,50.02,8224
2020-05-29,8,01:45-02:00,2895.932,2600,183,0.0458,0,0,"",1311.77,1494.840822,50.02,8179
2020-05-29,9,02:00-02:15,2895.642,2587,183,0.0458,0,0,"",1311.77,1492.769715,50.04,8075
2020-05-29,10,02:15-02:30,2881.046,2589,183,0.0458,0,0,"",1311.77,1488.149191,50.07,7971
2020-05-29,11,02:30-02:45,2868.569,2592,183,0.0458,0,0,"",1311.77,1494.188871,50.12,7879
2020-05-29,12,02:45-03:00,2871.551,2519,311,0.0778,0,0,"",1311.77,1493.40011,50.10,7803
2020-05-29,13,03:00-03:15,2790.803,2072,1000,0.2500,0,0,"",1311.77,1513.447149,50.05,7720
2020-05-29,14,03:15-03:30,2792.292,1833,1000,0.2500,0,0,"",1311.77,1522.492763,50.06,7718
2020-05-29,15,03:30-03:45,2798.222,1703,1000,0.2500,0,0,"",1311.77,1530.110063,50.03,7689
2020-05-29,16,03:45-04:00,2785.512,1682,1000,0.2500,0,0,"",1311.77,1560.296391,50.05,7637
2020-05-29,17,04:00-04:15,2819.400,1644,1000,0.2500,0,0,"",1311.77,1548.849131,50.05,7517
2020-05-29,18,04:15-04:30,2836.956,1619,1000,0.2500,0,0,"",1311.77,1564.849502,50.02,7661
2020-05-29,19,04:30-04:45,2563.355,1622,1000,0.2500,0,0,"",1311.77,1567.479174,50.02,7751
2020-05-29,20,04:45-05:00,2557.080,1663,0,0.0000,0,0,"",1311.77,1560.584278,49.99,7819
2020-05-29,21,05:00-05:15,2573.815,2171,0,0.0000,0,0,"",1311.77,1545.966682,50.00,7960
2020-05-29,22,05:15-05:30,2589.725,2390,0,0.0000,0,0,"",1311.77,1583.977514,50.01,8338
2020-05-29,23,05:30-05:45,2595.246,2370,0,0.0000,0,0,"",1311.77,1613.424218,49.99,8647
2020-05-29,24,05:45-06:00,2594.017,2292,0,0.0000,0,0,"",1249.77,1276.00814,49.96,8931
2020-05-29,25,06:00-06:15,2569.607,2172,0,0.0000,0,0,"",1249.77,1189.219972,49.91,9285
2020-05-29,26,06:15-06:30,2586.774,2080,0,0.0000,0,0,"",1249.77,668.662583,49.95,9626
2020-05-29,27,06:30-06:45,2616.643,2146,0,0.0000,0,0,"",1186.77,446.817286,50.02,10025
2020-05-29,28,06:45-07:00,2734.918,2325,0,0.0000,0,0,"",1123.77,410.713711,50.03,10336
2020-05-29,29,07:00-07:15,2827.480,2521,0,0.0000,0,0,"",1000.77,406.560314,50.03,10544
2020-05-29,30,07:15-07:30,2890.625,2812,0,0.0000,0,0,"",877.77,404.810211,50.04,10767
2020-05-29,31,07:30-07:45,2970.085,3047,0,0.0000,0,0,"",792.92,404.510734,50.05,10894
2020-05-29,32,07:45-08:00,3095.893,3175,0,0.0000,0,0,"",852.77,404.932544,50.06,10935
2020-05-29,33,08:00-08:15,3230.072,3380,0,0.0000,0,0,"",975.77,522.729616,50.07,10851
2020-05-29,34,08:15-08:30,3370.516,3501,0,0.0000,0,0,"",1062.77,530.875128,50.01,10841
2020-05-29,35,08:30-08:45,3495.808,3631,0,0.0000,0,0,"",1125.77,524.911078,50.00,10895
2020-05-29,36,08:45-09:00,3640.072,3762,0,0.0000,0,0,"",1188.77,623.597278,50.04,10849
2020-05-29,37,09:00-09:15,3967.237,3852,0,0.0000,0,0,"",1249.77,906.198445,50.01,10898
2020-05-29,38,09:15-09:30,4048.919,3884,0,0.0000,0,0,"",1249.77,993.921527,50.02,10999
2020-05-29,39,09:30-09:45,4112.109,3868,0,0.0000,0,0,"",1249.77,1015.222337,50.00,11051
2020-05-29,40,09:45-10:00,4191.287,3904,0,0.0000,0,0,"",1249.77,1019.055489,50.03,11184
2020-05-29,41,10:00-10:15,4260.753,3920,0,0.0000,0,0,"",1249.77,948.525031,50.03,11011
2020-05-29,42,10:15-10:30,4304.297,3994,0,0.0000,0,0,"",1249.77,809.553846,50.05,11249
2020-05-29,43,10:30-10:45,4319.472,3994,0,0.0000,0,0,"",1249.77,684.90046,50.01,11278
2020-05-29,44,10:45-11:00,4341.925,3926,0,0.0000,0,0,"",1249.77,573.413891,50.02,11308
2020-05-29,45,11:00-11:15,4342.029,3843,0,0.0000,0,0,"",1249.77,510.655824,50.01,11153
2020-05-29,46,11:15-11:30,4339.918,3845,0,0.0000,0,0,"",1249.77,515.931487,50.02,11294
2020-05-29,47,11:30-11:45,4330.587,3830,0,0.0000,0,0,"",1249.77,509.007531,50.00,11353
2020-05-29,48,11:45-12:00,4232.890,3888,0,0.0000,0,0,"",1185.87,410.444205,50.03,11426
2020-05-29,49,12:00-12:15,4017.592,3973,0,0.0000,0,0,"",884.97,406.868638,49.99,11341
2020-05-29,50,12:15-12:30,3987.528,3967,0,0.0000,0,0,"",594.07,362.414211,49.99,11439
2020-05-29,51,12:30-12:45,3959.784,3949,0,0.0000,0,0,"",606.32,396.496382,50.03,11519
2020-05-29,52,12:45-13:00,3890.930,3898,0,0.0000,0,0,"",648.92,396.844948,50.01,11602
2020-05-29,53,13:00-13:15,3848.032,3805,0,0.0000,0,0,"",726.86,395.512081,50.04,11469
2020-05-29,54,13:15-13:30,3832.681,3756,0,0.0000,0,0,"",792.92,395.707113,49.97,11431
2020-05-29,55,13:30-13:45,3808.075,3753,0,0.0000,0,0,"",714.98,395.479575,49.98,11492
2020-05-29,56,13:45-14:00,3771.242,3712,0,0.0000,0,0,"",648.92,395.674607,49.91,11432
2020-05-29,57,14:00-14:15,3731.323,3665,0,0.0000,0,0,"",648.92,398.127221,49.92,11480
2020-05-29,58,14:15-14:30,3676.893,3622,0,0.0000,0,0,"",539.92,375.85753,49.82,11584
2020-05-29,59,14:30-14:45,3610.518,3571,0,0.0000,0,0,"",439.92,416.953851,49.99,11667
2020-05-29,60,14:45-15:00,3532.573,3482,0,0.0000,0,0,"",339.92,449.859588,49.96,11692
2020-05-29,61,15:00-15:15,3551.421,3346,0,0.0000,0,0,"",303.92,470.660749,49.90,11571
2020-05-29,62,15:15-15:30,3455.280,3183,0,0.0000,0,0,"",303.92,490.737776,49.88,11557
2020-05-29,63,15:30-15:45,3337.828,3065,0,0.0000,0,0,"",303.92,517.329303,50.02,11541
2020-05-29,64,15:45-16:00,3259.006,2969,0,0.0000,0,0,"",303.92,521.82138,50.00,11422
2020-05-29,65,16:00-16:15,3147.244,2821,0,0.0000,0,0,"",303.92,522.289362,50.04,11123
2020-05-29,66,16:15-16:30,3027.138,2537,0,0.0000,0,0,"",303.92,507.594427,49.99,10967
2020-05-29,67,16:30-16:45,2731.964,2381,0,0.0000,0,0,"",303.92,498.021345,50.05,10693
2020-05-29,68,16:45-17:00,2631.674,2339,0,0.0000,0,0,"",303.92,498.239379,50.03,10367
2020-05-29,69,17:00-17:15,2482.253,2352,0,0.0000,0,0,"",303.92,493.518955,50.07,9765
2020-05-29,70,17:15-17:30,2373.659,2267,0,0.0000,0,0,"",480.92,507.98061,50.04,9446
2020-05-29,71,17:30-17:45,2328.228,2241,0,0.0000,0,0,"",707.77,526.414492,50.09,9077
2020-05-29,72,17:45-18:00,2240.024,2201,0,0.0000,0,0,"",943.77,907.147149,50.10,8785
2020-05-29,73,18:00-18:15,2034.058,2133,0,0.0000,0,0,"",1065.77,980.12148,50.13,8313
2020-05-29,74,18:15-18:30,1943.240,2215,0,0.0000,0,0,"",1128.77,1021.214556,50.02,8028
2020-05-29,75,18:30-18:45,1896.558,2377,0,0.0000,0,0,"",1191.77,1531.600964,50.04,7868
2020-05-29,76,18:45-19:00,1866.761,2413,0,0.0000,0,0,"",1239.77,1721.146771,50.04,7731
2020-05-29,77,19:00-19:15,1870.613,2319,0,0.0000,0,0,"",1239.77,1604.292077,50.05,7768
2020-05-29,78,19:15-19:30,1879.374,2242,0,0.0000,0,0,"",1239.77,1864.084377,49.94,7876
2020-05-29,79,19:30-19:45,1963.692,2204,0,0.0000,0,0,"",1239.77,1939.78209,49.95,8015
2020-05-29,80,19:45-20:00,2151.857,2035,0,0.0000,0,0,"",1239.77,2004.600835,49.89,8181
2020-05-29,81,20:00-20:15,2352.106,1841,0,0.0000,0,0,"",1239.77,1968.265175,50.00,8198
2020-05-29,82,20:15-20:30,2391.986,1826,0,0.0000,0,0,"",1239.77,1944.559438,49.91,8185
2020-05-29,83,20:30-20:45,2426.516,1967,0,0.0000,0,0,"",1239.77,1940.905861,49.92,8140
2020-05-29,84,20:45-21:00,2530.036,1994,0,0.0000,0,0,"",1239.77,1805.112332,50.00,8168
2020-05-29,85,21:00-21:15,1930.714,1914,0,0.0000,0,0,"",1239.77,1762.569389,50.00,8171
2020-05-29,86,21:15-21:30,1949.923,1711,0,0.0000,0,0,"",1239.77,1838.504979,49.96,8005
2020-05-29,87,21:30-21:45,1964.711,1509,0,0.0000,0,0,"",1239.77,2048.882707,49.93,7853
2020-05-29,88,21:45-22:00,1997.489,1332,0,0.0000,0,0,"",1239.77,2049.060338,49.94,7680
2020-05-29,89,22:00-22:15,2027.667,1193,0,0.0000,0,0,"",1239.77,1173.643022,49.91,7691
2020-05-29,90,22:15-22:30,2022.274,1215,0,0.0000,0,0,"",1239.77,1240.876877,49.99,7835
2020-05-29,91,22:30-22:45,1858.468,1365,0,0.0000,0,0,"",1239.77,1427.049572,49.98,7756
2020-05-29,92,22:45-23:00,1663.066,1285,0,0.0000,0,0,"",1239.77,1319.52162,50.02,7639
2020-05-29,93,23:00-23:15,1678.498,1137,0,0.0000,0,0,"",1239.77,1696.232344,50.00,7558
2020-05-29,94,23:15-23:30,1683.708,1154,0,0.0000,0,0,"",1239.77,1749.166145,49.98,7546
2020-05-29,95,23:30-23:45,1689.635,1097,0,0.0000,0,0,"",1239.77,1886.160758,49.99,7454
2020-05-29,96,23:45-24:00,1707.891,1118.090,0,0.0000,0,0,"",1239.77,1736.34575,50.00,7392
