Date,Block No.,Time-Block,Schedule before Curtailment,Actual SCADA,Wind Curtailment Max MW,Wind Curtailment Energy,Solar Curtailment Max MW,Solar Curtailment Energy,Reason for curtailment,Backing down of own thermal generation (MW),Reduction in drwal from Centeral Sector,Frequency,Demand
2020-05-16,1,00:00-00:15,669.094,318.35,0,0,0,0,"",0,300.082627,49.97,8958
2020-05-16,2,00:15-00:30,712.643,272.32,0,0,0,0,"",0,300.082627,49.94,8784.94
2020-05-16,3,00:30-00:45,687.522,244,0,0,0,0,"",0,300.478827,49.99,8730.31
2020-05-16,4,00:45-01:00,673.298,244.81,0,0,0,0,"",0,300.478827,49.98,8694.32
2020-05-16,5,01:00-01:15,629.702,244.54,0,0,0,0,"",0,297.694827,50.01,8616.23
2020-05-16,6,01:15-01:30,594.644,240.43,0,0,0,0,"",0,297.694827,50,8570.63
2020-05-16,7,01:30-01:45,580.802,249.86,0,0,0,0,"",0,297.694827,50.02,8551.84
2020-05-16,8,01:45-02:00,570.515,253.72,0,0,0,0,"",0,455.128069,50.02,8500.56
2020-05-16,9,02:00-02:15,574.894,259.53,0,0,0,0,"",0,505.738074,50.01,8422.72
2020-05-16,10,02:15-02:30,563.833,258.16,0,0,0,0,"",24.18,504.682556,50.02,8340.96
2020-05-16,11,02:30-02:45,557.676,250.13,0,0,0,0,"",35.18,504.682556,50.01,8299.94
2020-05-16,12,02:45-03:00,560.204,252.05,0,0,0,0,"",35.18,466.776463,50,8222.46
2020-05-16,13,03:00-03:15,562.775,247.47,0,0,0,0,"",35.18,562.243982,49.99,8130.16
2020-05-16,14,03:15-03:30,563.969,240.13,0,0,0,0,"",35.18,563.721426,50.02,8081.76
2020-05-16,15,03:30-03:45,562.623,225.05,0,0,0,0,"",35.18,583.417059,50.03,8009.33
2020-05-16,16,03:45-04:00,566.317,213.56,0,0,0,0,"",35.18,486.472096,50.05,7895.37
2020-05-16,17,04:00-04:15,558.114,196.67,0,0,0,0,"",35.18,488.384673,50.04,7712.46
2020-05-16,18,04:15-04:30,559.221,201.94,0,0,0,0,"",35.18,468.563884,50.02,7867.04
2020-05-16,19,04:30-04:45,561.856,196.09,0,0,0,0,"",35.18,468.363871,50.01,7931.52
2020-05-16,20,04:45-05:00,559.145,188.6,0,0,0,0,"",35.18,505.341874,50.02,8004.61
2020-05-16,21,05:00-05:15,559.524,184.36,0,0,0,0,"",11.18,437.234682,50.02,8104.32
2020-05-16,22,05:15-05:30,558.763,175.59,0,0,0,0,"",0,297.298627,50.01,8385.78
2020-05-16,23,05:30-05:45,556.167,170.9,0,0,0,0,"",0,297.298627,50.04,8603.25
2020-05-16,24,05:45-06:00,558.861,169.38,0,0,0,0,"",0,297.298627,50.03,8711.31
2020-05-16,25,06:00-06:15,551.493,183.06,0,0,0,0,"",0,296.520327,50.03,9036.5
2020-05-16,26,06:15-06:30,563.752,214.49,0,0,0,0,"",0,296.520327,50.02,9399.66
2020-05-16,27,06:30-06:45,623.572,258.21,0,0,0,0,"",0,296.520327,50.06,9703.87
2020-05-16,28,06:45-07:00,709.393,315.48,0,0,0,0,"",0,296.520327,50.07,9837.43
2020-05-16,29,07:00-07:15,828.337,407.13,0,0,0,0,"",0,296.520327,50.03,10019.45
2020-05-16,30,07:15-07:30,946.674,503.81,0,0,0,0,"",0,296.124127,50.05,10158.17
2020-05-16,31,07:30-07:45,1109.976,611.49,0,0,0,0,"",1,296.124127,50.01,10249.62
2020-05-16,32,07:45-08:00,1296.774,728.26,0,0,0,0,"",0.5,296.124127,50.04,10337.26
2020-05-16,33,08:00-08:15,1440.394,869.69,0,0,0,0,"",0,296.124127,50.01,10541.95
2020-05-16,34,08:15-08:30,1596.097,1030.74,0,0,0,0,"",0,296.124127,50.01,10529.47
2020-05-16,35,08:30-08:45,1755.542,1169.2,0,0,0,0,"",0,296.124127,49.99,10487.4
2020-05-16,36,08:45-09:00,1902.056,1313.17,0,0,0,0,"",0,295.727927,50.01,10530.71
2020-05-16,37,09:00-09:15,1961.644,1441.86,0,0,0,0,"",10,295.727927,49.93,10490.92
